Date,Price,Open,High,Low,Volume,Chg%
12/31/2015,24952,25032,25058,24880,6110,-0.26
1/1/2016,24943,24976,25071,24900,2120,-0.04
1/4/2016,25423,25234,25505,25030,750,1.92
1/5/2016,25430,25360,25486,25360,170,0.03
1/6/2016,25756,25440,25789,25421,24140,1.28
1/7/2016,26106,25800,26130,25780,25320,1.36
1/8/2016,25989,26035,26095,25785,23700,-0.45
1/11/2016,25877,26075,26110,25831,19910,-0.43
1/12/2016,25689,25876,25966,25630,20160,-0.73
1/13/2016,25750,25660,25794,25530,18360,0.24
1/14/2016,25652,25800,26028,25609,24080,-0.38
1/15/2016,26126,25630,26220,25630,29460,1.85
1/18/2016,26070,26073,26110,25971,14090,-0.21
1/19/2016,26064,26041,26085,25873,20910,-0.02
1/20/2016,26563,26100,26661,26100,32270,1.91
1/21/2016,26190,26473,26513,26150,28390,-1.4
1/22/2016,26168,26254,26301,26113,16830,-0.08
1/25/2016,26391,26170,26444,26170,16219,0.85
1/27/2016,26736,26450,26819,26450,15510,1.31
1/28/2016,26701,26850,26900,26600,16510,-0.13
1/29/2016,26709,26679,26763,26527,15260,0.03
2/1/2016,26973,26755,27049,26645,3570,0.99
2/2/2016,27008,27782,27782,26861,1050,0.13
2/3/2016,27285,27134,27325,26976,440,1.03
2/4/2016,27656,27235,27800,27207,110,1.36
2/5/2016,27568,27770,28113,26850,190,-0.32
2/8/2016,28367,27496,28429,27496,29380,2.9
2/9/2016,28325,28345,28423,28078,24630,-0.15
2/10/2016,28211,28238,28250,27935,20530,-0.4
2/11/2016,29706,28250,30000,28250,46400,5.3
2/12/2016,29287,29517,29722,29251,24730,-1.41
2/15/2016,28595,29251,29251,28521,19540,-2.36
2/16/2016,28800,28550,28969,28111,31580,0.72
2/17/2016,28781,28790,28940,28637,21680,-0.07
2/18/2016,29210,28780,29270,28614,22300,1.49
2/19/2016,29432,29229,29547,29180,25790,0.76
2/22/2016,28916,29340,29340,28762,21110,-1.75
2/23/2016,29234,29095,29317,29077,22080,1.1
2/24/2016,29523,29310,29884,29210,31230,0.99
2/25/2016,29735,29470,29765,29363,26250,0.72
2/26/2016,29290,29588,29692,29135,25740,-1.5
2/29/2016,29437,29236,29625,29236,14790,0.5
3/1/2016,29097,29600,29754,29080,3940,-1.16
3/2/2016,29219,29009,29240,28960,1000,0.42
3/3/2016,29381,29209,29525,29120,990,0.55
3/4/2016,29519,29684,29983,29233,330,0.47
3/7/2016,29597,29875,29960,29556,14020,0.26
3/8/2016,29819,29760,30147,29760,38490,0.75
3/9/2016,29597,29750,29750,29317,34880,-0.74
3/10/2016,29928,29500,29950,29088,52190,1.12
3/11/2016,29504,29905,29920,29470,36900,-1.42
3/14/2016,29204,29449,29570,29140,30930,-1.02
3/15/2016,29050,29109,29249,28885,33260,-0.53
3/16/2016,28970,29080,29157,28935,22580,-0.28
3/17/2016,29357,29044,29590,29044,37830,1.34
3/18/2016,29135,29400,29460,29011,27150,-0.76
3/21/2016,28937,29102,29119,28831,24490,-0.68
3/22/2016,29047,28950,29337,28893,32240,0.38
3/23/2016,28568,29000,29000,28510,33730,-1.65
3/24/2016,28560,28503,28626,28450,7430,-0.03
3/28/2016,28400,28452,28487,28250,16660,-0.56
3/29/2016,28616,28388,28666,28281,26080,0.76
3/30/2016,28301,28627,28692,28226,20040,-1.1
3/31/2016,28441,28290,28539,28290,14340,0.49
4/1/2016,28056,28410,28530,27955,5970,-1.35
4/4/2016,28086,28096,28187,28032,660,0.11
4/5/2016,28562,28224,28699,28190,260,1.69
4/6/2016,28571,28700,28749,28510,17370,0.03
4/7/2016,28972,28639,29030,28618,27690,1.4
4/8/2016,29047,29000,29074,28765,22560,0.26
4/11/2016,29254,29099,29315,29063,21300,0.71
4/12/2016,29250,29190,29395,29152,21900,-0.01
4/13/2016,29128,29212,29212,28980,18810,-0.42
4/14/2016,28731,29020,29050,28705,13420,-1.36
4/15/2016,28918,28799,28950,28772,8790,0.65
4/18/2016,28935,28950,29128,28901,18450,0.06
4/19/2016,29255,29050,29299,29050,13290,1.11
4/20/2016,29249,29289,29345,29101,19010,-0.02
4/21/2016,29287,29216,29670,29140,27660,0.13
4/22/2016,28941,29321,29343,28914,19320,-1.18
4/25/2016,29183,29050,29200,28983,14640,0.84
4/26/2016,29158,29151,29199,28981,15140,-0.09
4/27/2016,29319,29200,29355,29200,15580,0.55
4/28/2016,29627,29268,29650,29200,16430,1.05
4/29/2016,30138,29651,30192,29651,18880,1.72
5/2/2016,30213,30177,30342,30120,2920,0.25
5/3/2016,30154,30175,30337,30050,630,-0.2
5/4/2016,29934,30145,30200,29920,170,-0.73
5/5/2016,29868,29912,30135,29832,110,-0.22
5/6/2016,30366,29950,30400,29950,33820,1.67
5/9/2016,29805,30312,30312,29750,29600,-1.85
5/10/2016,29785,29851,29862,29622,19510,-0.07
5/11/2016,29933,29825,30072,29825,23180,0.5
5/12/2016,29904,29933,30085,29765,25800,-0.1
5/13/2016,30023,29900,30058,29766,24070,0.4
5/16/2016,29963,30075,30245,29915,23170,-0.2
5/17/2016,30045,30040,30130,29860,24610,0.27
5/18/2016,30049,30024,30078,29910,20740,0.01
5/19/2016,29800,29995,29995,29632,26130,-0.83
5/20/2016,29693,29730,29867,29661,20090,-0.36
5/23/2016,29682,29694,29745,29576,15640,-0.04
5/24/2016,29306,29580,29651,29283,22800,-1.27
5/25/2016,28945,29278,29278,28884,26950,-1.23
5/26/2016,28729,28996,29157,28705,26940,-0.75
5/27/2016,28590,28840,28840,28547,18290,-0.48
5/30/2016,28590,28430,28696,28400,12970,0
5/31/2016,28610,28596,28719,28541,10870,0.07
6/1/2016,28626,28531,28800,28500,2600,0.06
6/2/2016,28554,28616,28715,28530,350,-0.25
6/3/2016,29216,28703,29410,28540,330,2.32
6/6/2016,29329,29287,29376,29220,12970,0.39
6/7/2016,29239,29243,29325,29062,13480,-0.31
6/8/2016,29491,29275,29572,29275,15920,0.86
6/9/2016,29757,29521,29777,29452,18020,0.9
6/10/2016,29851,29760,29900,29624,15500,0.32
6/13/2016,30181,29894,30220,29894,19270,1.11
6/14/2016,30357,30141,30385,30042,19070,0.58
6/15/2016,30262,30300,30339,30132,14900,-0.31
6/16/2016,30392,30302,30985,30237,34140,0.43
6/17/2016,30373,30320,30415,30091,18370,-0.06
6/20/2016,30478,30262,30505,30132,21900,0.35
6/21/2016,30072,30357,30402,30026,20450,-1.33
6/22/2016,29898,30054,30054,29835,16550,-0.58
6/23/2016,29686,29879,29953,29641,22540,-0.71
6/24/2016,31131,29835,32357,29835,48210,4.87
6/27/2016,31218,31192,31387,31135,19520,0.28
6/28/2016,30999,31016,31085,30859,14940,-0.7
6/29/2016,30986,31096,31146,30920,14490,-0.04
6/30/2016,30851,30905,30949,30812,10660,-0.44
7/1/2016,31077,31096,31220,31010,4140,0.73
7/4/2016,31396,31390,31484,31267,4730,1.03
7/5/2016,30841,31306,31570,30500,640,-1.77
7/6/2016,32018,31948,32350,31948,12410,3.82
7/7/2016,31817,32011,32090,31653,23880,-0.63
7/8/2016,31657,31832,31833,31284,25970,-0.5
7/11/2016,31524,31750,31888,31482,15150,-0.42
7/12/2016,31001,31561,31577,30951,22100,-1.66
7/13/2016,31225,31120,31260,31064,16800,0.72
7/14/2016,30895,31199,31199,30711,26760,-1.06
7/15/2016,30922,30822,31038,30782,24110,0.09
7/18/2016,30950,30850,31028,30810,17940,0.09
7/19/2016,31021,31000,31041,30871,13330,0.23
7/20/2016,30666,31045,31050,30631,19820,-1.14
7/21/2016,30940,30611,30970,30553,21330,0.89
7/22/2016,30794,30939,30939,30730,14220,-0.47
7/25/2016,30814,30701,30849,30620,14750,0.06
7/26/2016,30822,30796,30880,30711,14210,0.03
7/27/2016,30878,30786,30930,30690,14320,0.18
7/28/2016,30795,30928,31180,30740,18990,-0.27
7/29/2016,31099,30943,31139,30812,16740,0.99
8/1/2016,31011,31000,31118,30950,5270,-0.28
8/2/2016,31282,31000,31322,30993,1240,0.87
8/3/2016,31199,31302,31439,31158,350,-0.27
8/4/2016,31317,31105,31360,31072,60,0.38
8/5/2016,30779,31310,31380,30738,430,-1.72
8/8/2016,30998,31031,31031,30863,11130,0.71
8/9/2016,31133,30942,31165,30891,12600,0.44
8/10/2016,31219,31180,31385,31120,14450,0.28
8/11/2016,31171,31160,31316,31082,14960,-0.15
8/12/2016,31080,31100,31400,30990,19750,-0.29
8/16/2016,31349,31120,31440,31120,16050,0.87
8/17/2016,31314,31265,31349,31185,10410,-0.11
8/18/2016,31411,31400,31447,31302,9810,0.31
8/19/2016,31365,31341,31466,31252,16520,-0.15
8/22/2016,31395,31310,31428,31191,12100,0.1
8/23/2016,31373,31372,31414,31285,10230,-0.07
8/24/2016,31049,31319,31364,31000,13550,-1.03
8/25/2016,30945,31042,31062,30884,9050,-0.33
8/26/2016,31023,30967,31335,30941,17460,0.25
8/29/2016,31077,31000,31115,30876,9590,0.17
8/30/2016,30840,31069,31069,30820,7240,-0.76
8/31/2016,30746,30891,30906,30711,6820,-0.3
9/1/2016,30710,30757,30822,30611,1250,-0.12
9/2/2016,30900,30800,30971,30610,280,0.62
9/5/2016,31025,31000,31060,30960,2480,0.4
9/6/2016,31401,31055,31431,30968,14610,1.21
9/7/2016,31336,31444,31482,31280,12680,-0.21
9/8/2016,31239,31313,31410,31188,12940,-0.31
9/9/2016,31261,31256,31335,31166,11470,0.07
9/12/2016,31087,31332,31332,31041,14030,-0.56
9/13/2016,31141,31130,31218,31087,7060,0.17
9/14/2016,31100,31100,31159,31066,8480,-0.13
9/15/2016,30950,31149,31249,30850,17170,-0.48
9/16/2016,30851,30930,30961,30831,8840,-0.32
9/19/2016,30936,30941,31010,30915,8320,0.28
9/20/2016,30892,30989,31027,30847,10830,-0.14
9/21/2016,31207,30948,31235,30800,18510,1.02
9/22/2016,31335,31284,31373,31181,13720,0.41
9/23/2016,31288,31271,31334,31220,9700,-0.15
9/26/2016,31351,31251,31369,31224,9620,0.2
9/27/2016,31003,31290,31290,30986,13080,-1.11
9/28/2016,30963,31002,31051,30882,8990,-0.13
9/29/2016,31224,30951,31243,30950,12640,0.84
9/30/2016,30814,31119,31287,30767,9470,-1.31
10/3/2016,30749,30841,31000,30695,1890,-0.21
10/4/2016,30068,30705,30872,30030,230,-2.21
10/5/2016,30004,30215,30350,29925,70,-0.21
10/6/2016,29615,29861,29982,29582,14160,-1.3
10/7/2016,29591,29700,29898,29355,19550,-0.08
10/10/2016,29662,29700,29900,29634,10710,0.24
10/11/2016,29712,29611,29776,29611,3930,0.17
10/12/2016,29662,29680,29742,29579,4850,-0.17
10/13/2016,29697,29700,29873,29682,10060,0.12
10/14/2016,29638,29748,29749,29454,11880,-0.2
10/17/2016,29675,29651,29707,29584,6550,0.12
10/18/2016,29773,29700,29830,29671,11120,0.33
10/19/2016,29883,29760,29969,29740,10190,0.37
10/20/2016,29891,29950,30049,29857,10010,0.03
10/21/2016,29936,29835,29960,29800,7310,0.15
10/24/2016,29820,29910,29980,29766,12860,-0.39
10/25/2016,30034,29852,30090,29716,8200,0.72
10/26/2016,29913,30053,30151,29880,8050,-0.4
10/27/2016,30054,29910,30080,29910,5850,0.47
10/28/2016,30131,30045,30181,29710,12750,0.26
10/30/2016,30151,30120,30160,30113,940,0.07
10/31/2016,30057,30155,30155,30001,2100,-0.31
11/1/2016,30329,30073,30385,30062,2260,0.9
11/2/2016,30759,30489,30804,30425,870,1.42
11/3/2016,30674,30663,30700,30300,330,-0.28
11/4/2016,30689,30566,30770,30550,150,0.05
11/7/2016,30118,30515,30515,30070,13030,-1.86
11/8/2016,29899,30149,30400,29766,19270,-0.73
11/9/2016,29961,30191,31407,29900,42740,0.21
11/10/2016,29986,30000,30243,29868,15670,0.08
11/11/2016,29461,29881,30022,29333,17730,-1.75
11/14/2016,29676,29351,29797,29331,9520,0.73
11/15/2016,29391,29640,29650,29270,10540,-0.96
11/16/2016,29463,29519,29590,29387,8170,0.24
11/17/2016,29185,29442,29462,29139,9520,-0.94
11/18/2016,29005,29170,29170,28838,11520,-0.62
11/21/2016,29197,29039,29295,29009,7820,0.66
11/22/2016,29182,29260,29293,29101,6680,-0.05
11/23/2016,28885,29241,29254,28767,10850,-1.02
11/24/2016,28816,28806,28859,28700,7080,-0.24
11/25/2016,28671,28701,28750,28331,13010,-0.5
11/28/2016,28793,28980,29068,28700,8360,0.43
11/29/2016,28853,28763,28896,28680,7060,0.21
11/30/2016,28428,28789,28845,28267,9710,-1.47
12/1/2016,28062,28450,28450,27951,2100,-1.29
12/2/2016,28445,28310,28450,28300,820,1.36
12/5/2016,28236,28435,28530,27950,460,-0.73
12/6/2016,27944,28151,28192,27911,8660,-1.03
12/7/2016,28043,27944,28134,27924,9900,0.35
12/8/2016,27896,28022,28063,27875,8560,-0.52
12/9/2016,27701,27845,27885,27671,8950,-0.7
12/12/2016,27843,27670,27927,27551,8950,0.51
12/13/2016,27710,27766,27828,27650,7070,-0.48
12/14/2016,27746,27750,27826,27713,7060,0.13
12/15/2016,27130,27730,27730,27021,18560,-2.22
12/16/2016,27308,27140,27414,27101,13480,0.66
12/19/2016,27392,27400,27420,27289,7230,0.31
12/20/2016,27262,27328,27351,27153,10670,-0.47
12/21/2016,27103,27282,27336,27081,9460,-0.58
12/22/2016,27152,27077,27293,26980,11290,0.18
12/23/2016,27186,27126,27220,27072,6300,0.13
12/26/2016,27241,27170,27280,27101,3070,0.2
12/27/2016,27431,27199,27720,27199,10790,0.7
12/28/2016,27539,27575,27590,27441,5900,0.39
12/29/2016,27810,27580,27837,27580,7750,0.98
12/30/2016,27700,27840,27889,27670,8350,-0.4
1/2/2017,27828,27673,27860,27670,1430,0.46
1/3/2017,28102,27860,28134,27770,960,0.98
1/4/2017,28085,28080,28158,27987,720,-0.06
1/5/2017,28890,28269,28925,28183,230,2.87
1/6/2017,27960,28001,28099,27870,12120,-3.22
1/9/2017,28124,28080,28150,27903,9480,0.59
1/10/2017,28210,28132,28326,28083,11750,0.31
1/11/2017,28353,28234,28399,28155,13180,0.51
1/12/2017,28463,28398,28565,28392,12930,0.39
1/13/2017,28440,28469,28482,28301,11160,-0.08
1/16/2017,28601,28564,28691,28557,8010,0.57
1/17/2017,28797,28620,28824,28620,13350,0.69
1/18/2017,28852,28830,28875,28736,9250,0.19
1/19/2017,28588,28738,28738,28515,12640,-0.92
1/20/2017,28685,28680,28790,28583,11510,0.34
1/23/2017,28876,28798,28920,28781,9610,0.67
1/24/2017,28815,28863,28875,28780,6700,-0.21
1/25/2017,28472,28750,28750,28322,11580,-1.19
1/27/2017,28449,28387,28480,28171,10480,-0.08
1/30/2017,28642,28479,28688,28420,7210,0.68
1/31/2017,29172,28700,29233,28700,7610,1.85
2/1/2017,28981,29155,29463,28811,4270,-0.65
2/2/2017,29064,29150,29175,28950,380,0.29
2/3/2017,29166,29030,29494,28900,240,0.35
2/6/2017,29202,28965,29224,28965,10160,0.12
2/7/2017,29348,29250,29370,29215,11600,0.5
2/8/2017,29371,29325,29445,29258,10850,0.08
2/9/2017,29115,29349,29419,29080,12950,-0.87
2/10/2017,29195,29050,29222,28875,11840,0.27
2/13/2017,29057,29116,29199,28981,8230,-0.47
2/14/2017,29027,29088,29210,28977,11120,-0.1
2/15/2017,29138,29030,29166,28880,11100,0.38
2/16/2017,29377,29186,29438,29173,12510,0.82
2/17/2017,29359,29327,29412,29290,9650,-0.06
2/20/2017,29324,29330,29356,29189,5980,-0.12
2/21/2017,29314,29230,29334,29088,10550,-0.03
2/22/2017,29223,29285,29349,29190,8980,-0.31
2/23/2017,29440,29245,29464,29217,12210,0.74
2/24/2017,29613,29481,29635,29481,6280,0.59
2/27/2017,29732,29575,29757,29532,7870,0.4
2/28/2017,29592,29705,29705,29532,8540,-0.47
3/1/2017,29529,29455,29595,29118,2230,-0.21
3/2/2017,29204,29499,29500,29161,430,-1.1
3/3/2017,29442,29300,30079,29051,210,0.81
3/6/2017,28979,29100,29218,28960,10370,-1.57
3/7/2017,28791,28969,28979,28765,10090,-0.65
3/8/2017,28660,28799,28806,28622,9370,-0.46
3/9/2017,28491,28610,28639,28440,10850,-0.59
3/10/2017,28417,28420,28523,28305,11570,-0.26
3/13/2017,28291,28436,28436,28263,4310,-0.44
3/14/2017,28100,28349,28349,28080,10240,-0.68
3/15/2017,28019,28050,28058,27932,10780,-0.29
3/16/2017,28436,28090,28594,28090,14140,1.49
3/17/2017,28528,28498,28550,28461,7110,0.32
3/20/2017,28518,28580,28630,28487,7810,-0.04
3/21/2017,28853,28462,28893,28391,14910,1.17
3/22/2017,28886,28801,28993,28801,11120,0.11
3/23/2017,28816,28829,28960,28751,11080,-0.24
3/24/2017,28809,28750,28840,28714,7950,-0.02
3/27/2017,28839,28850,28985,28800,9090,0.1
3/28/2017,28872,28839,28910,28784,7330,0.11
3/29/2017,28762,28792,28792,28687,6690,-0.38
3/30/2017,28559,28716,28764,28525,8220,-0.71
3/31/2017,28612,28511,28688,28480,6930,0.19
4/3/2017,28720,28607,28790,28580,1450,0.38
4/4/2017,28960,28975,29064,28878,90,0.84
4/5/2017,28617,28803,29019,28535,330,-1.18
4/6/2017,28697,28878,28991,28675,8810,0.28
4/7/2017,28650,28750,28989,28607,13730,-0.16
4/10/2017,28699,28651,28765,28560,7970,0.17
4/11/2017,29149,28750,29183,28725,13440,1.57
4/12/2017,29189,29150,29265,29132,9960,0.14
4/13/2017,29358,29270,29393,29238,9670,0.58
4/17/2017,29392,29389,29433,29325,8039,0.12
4/18/2017,29518,29370,29540,29227,13290,0.43
4/19/2017,29313,29425,29425,29200,10300,-0.69
4/20/2017,29308,29250,29350,29220,9340,-0.02
4/21/2017,29432,29282,29460,29240,8980,0.42
4/24/2017,29128,29290,29290,28935,12030,-1.03
4/25/2017,28827,29090,29090,28802,9720,-1.03
4/26/2017,28757,28800,28837,28671,9060,-0.24
4/27/2017,28784,28805,28848,28720,7610,0.09
4/28/2017,28872,28843,28925,28800,6440,0.31
5/1/2017,28654,28834,28868,28600,1640,-0.76
5/2/2017,28571,28664,28680,28530,490,-0.29
5/3/2017,28571,28630,28640,28459,90,0
5/4/2017,28060,28400,28482,28025,80,-1.79
5/5/2017,28184,28136,28382,28135,60,0.44
5/8/2017,28119,28145,28255,28097,7850,-0.23
5/9/2017,27981,28125,28192,27947,10100,-0.49
5/10/2017,28007,28060,28146,27981,9280,0.09
5/11/2017,28022,27995,28100,27945,9720,0.05
5/12/2017,28019,28088,28195,27985,9480,-0.01
5/15/2017,28008,28049,28157,27996,8760,-0.04
5/16/2017,28109,28025,28159,28025,7730,0.36
5/17/2017,28614,28170,28638,28170,15920,1.8
5/18/2017,28710,28666,28980,28551,23800,0.34
5/19/2017,28634,28660,28779,28531,13160,-0.26
5/22/2017,28783,28590,28799,28568,9310,0.52
5/23/2017,28808,28804,28930,28740,12500,0.09
5/24/2017,28719,28770,28770,28650,8690,-0.31
5/25/2017,28638,28769,28770,28600,9930,-0.28
5/26/2017,28847,28694,28866,28674,9520,0.73
5/29/2017,28874,28843,28928,28807,4560,0.09
5/30/2017,28704,28921,28960,28680,9880,-0.59
5/31/2017,28905,28683,28950,28628,7830,0.7
6/1/2017,28749,28877,28877,28712,1770,-0.54
6/2/2017,28949,28685,29011,28680,310,0.7
6/5/2017,29111,29045,29180,29045,710,0.56
6/6/2017,29481,29220,29499,29216,11140,1.27
6/7/2017,29376,29439,29485,29310,9820,-0.36
6/8/2017,29049,29319,29345,28951,12950,-1.11
6/9/2017,28938,29001,29009,28836,8980,-0.38
6/12/2017,28917,28905,28971,28851,7770,-0.07
6/13/2017,28862,28907,28916,28711,7710,-0.19
6/14/2017,28946,28890,29025,28802,9370,0.29
6/15/2017,28686,28890,28890,28640,11430,-0.9
6/16/2017,28616,28697,28718,28600,6780,-0.24
6/19/2017,28473,28593,28593,28460,7550,-0.5
6/20/2017,28475,28470,28530,28420,7690,0.01
6/21/2017,28495,28539,28575,28403,9080,0.07
6/22/2017,28557,28530,28670,28519,7480,0.22
6/23/2017,28648,28596,28782,28596,7100,0.32
6/26/2017,28426,28302,28440,28264,4610,-0.77
6/27/2017,28483,28411,28572,28401,7630,0.2
6/28/2017,28485,28569,28660,28461,7730,0.01
6/29/2017,28527,28522,28550,28380,7940,0.15
6/30/2017,28295,28505,28505,28168,8400,-0.81
7/3/2017,27952,28300,28300,27925,3240,-1.21
7/4/2017,28043,27956,28169,27956,1260,0.33
7/5/2017,28051,28120,28155,27845,900,0.03
7/6/2017,28143,28200,28237,28111,10570,0.33
7/7/2017,27812,28101,28140,27754,16370,-1.18
7/10/2017,27840,27835,27887,27620,13130,0.1
7/11/2017,27871,27805,27929,27702,11020,0.11
7/12/2017,27889,27919,28033,27840,10470,0.06
7/13/2017,27868,27945,27968,27851,7670,-0.08
7/14/2017,28022,27850,28150,27753,14380,0.55
7/17/2017,28147,28050,28173,28050,7520,0.45
7/18/2017,28280,28160,28299,28160,9350,0.47
7/19/2017,28270,28270,28285,28150,8470,-0.04
7/20/2017,28345,28220,28380,28155,11270,0.27
7/21/2017,28541,28333,28559,28300,9540,0.69
7/24/2017,28530,28531,28612,28480,7970,-0.04
7/25/2017,28490,28535,28584,28410,11130,-0.14
7/26/2017,28396,28462,28462,28320,8090,-0.33
7/27/2017,28477,28455,28613,28376,10460,0.29
7/28/2017,28596,28533,28620,28405,8240,0.42
7/31/2017,28588,28572,28628,28510,6200,-0.03
8/1/2017,28514,28623,28623,28447,2230,-0.26
8/2/2017,28486,28451,28586,28373,580,-0.1
8/3/2017,28447,28400,28500,28299,480,-0.14
8/4/2017,28373,28525,28585,28355,70,-0.26
8/7/2017,28419,28332,28437,28320,3950,0.16
8/8/2017,28357,28416,28497,28283,7400,-0.22
8/9/2017,28800,28415,28821,28415,11580,1.56
8/10/2017,29130,28845,29173,28845,12400,1.15
8/11/2017,29158,29147,29300,29032,11320,0.1
8/14/2017,29042,29100,29116,28982,7740,-0.4
8/16/2017,28878,28978,28978,28727,10490,-0.56
8/17/2017,29093,28900,29174,28800,9730,0.74
8/18/2017,29109,29070,29380,29013,12430,0.05
8/21/2017,29224,29050,29248,29030,7420,0.4
8/22/2017,29061,29200,29200,28980,8750,-0.56
8/23/2017,29090,29063,29148,29023,7270,0.1
8/24/2017,29021,29051,29107,28980,7170,-0.24
8/25/2017,29086,29001,29134,28716,7040,0.22
8/28/2017,29425,29101,29440,29095,9560,1.17
8/29/2017,29588,29469,29810,29425,11070,0.55
8/30/2017,29540,29640,29640,29405,8460,-0.16
8/31/2017,29756,29430,29832,29421,6940,0.73
9/1/2017,29788,29687,29941,29671,1150,0.11
9/4/2017,30174,30187,30250,29800,270,1.3
9/5/2017,30226,30389,30421,30010,190,0.17
9/6/2017,30088,30200,30298,30055,12400,-0.46
9/7/2017,30287,30050,30348,30010,14460,0.66
9/8/2017,30271,30350,30470,30221,13380,-0.05
9/11/2017,29942,30187,30187,29888,12580,-1.09
9/12/2017,29953,29910,29977,29830,9390,0.04
9/13/2017,29896,30011,30077,29841,10610,-0.19
9/14/2017,30020,29831,30059,29775,12390,0.41
9/15/2017,29869,30063,30096,29840,11580,-0.5
9/18/2017,29561,29845,29845,29550,10850,-1.03
9/19/2017,29628,29521,29690,29521,8109,0.23
9/20/2017,29780,29660,29817,29660,8420,0.51
9/21/2017,29584,29620,29680,29450,13180,-0.66
9/22/2017,29608,29660,29767,29586,8540,0.08
9/25/2017,30065,29580,30150,29525,13450,1.54
9/26/2017,29885,30129,30195,29802,11900,-0.6
9/27/2017,29673,29861,29944,29644,10370,-0.71
9/28/2017,29624,29650,29706,29530,7990,-0.17
9/29/2017,29549,29615,29740,29430,7490,-0.25
10/3/2017,29400,29420,29456,29352,1530,-0.5
10/4/2017,29331,29479,29513,29258,230,-0.23
10/5/2017,29412,29469,29469,29361,60,0.28
10/6/2017,29510,29325,29540,29274,11300,0.33
10/9/2017,29670,29540,29718,29540,6170,0.54
10/10/2017,29768,29700,29798,29700,6980,0.33
10/11/2017,29659,29717,29770,29638,5430,-0.37
10/12/2017,29756,29725,29840,29692,6880,0.33
10/13/2017,29800,29750,29817,29660,7310,0.15
10/16/2017,29808,29809,29896,29790,5770,0.03
10/17/2017,29565,29751,29751,29550,8270,-0.82
10/18/2017,29536,29640,29643,29504,5080,-0.1
10/19/2017,29654,29600,29669,29593,1700,0.4
10/20/2017,29541,29600,29622,29524,3220,-0.38
10/23/2017,29499,29502,29550,29364,7210,-0.14
10/24/2017,29498,29515,29537,29444,5500,0
10/25/2017,29362,29475,29475,29275,8109,-0.46
10/26/2017,29236,29375,29443,29211,8370,-0.43
10/27/2017,29272,29223,29299,29169,6530,0.12
10/30/2017,29349,29263,29369,29204,4820,0.26
10/31/2017,29040,29300,29337,28958,5800,-1.05
11/1/2017,29120,29048,29260,28991,2160,0.28
11/2/2017,29242,29301,29318,29168,340,0.42
11/3/2017,29191,29230,29456,29002,50,-0.17
11/6/2017,29363,29130,29388,29130,7660,0.59
11/7/2017,29457,29349,29490,29333,8210,0.32
11/8/2017,29562,29451,29600,29438,7900,0.36
11/9/2017,29670,29530,29689,29466,9360,0.37
11/10/2017,29508,29640,29700,29468,9680,-0.55
11/13/2017,29619,29504,29636,29473,6190,0.38
11/14/2017,29620,29550,29660,29411,10220,0
11/15/2017,29528,29600,29740,29512,9840,-0.31
11/16/2017,29491,29544,29555,29452,7790,-0.13
11/17/2017,29658,29462,29689,29361,9900,0.57
11/20/2017,29339,29700,29729,29268,10650,-1.08
11/21/2017,29334,29410,29425,29277,7660,-0.02
11/22/2017,29504,29341,29525,29280,7800,0.58
11/23/2017,29420,29475,29510,29393,5780,-0.28
11/24/2017,29375,29475,29500,29357,5800,-0.15
11/27/2017,29460,29450,29510,29402,6550,0.29
11/28/2017,29381,29450,29456,29359,5800,-0.27
11/29/2017,29215,29430,29441,29188,5890,-0.56
11/30/2017,28992,29287,29287,28927,6540,-0.76
12/1/2017,29217,29045,29344,29038,2160,0.78
12/4/2017,29059,29021,29200,28970,90,-0.54
12/5/2017,28893,29095,29170,28865,50,-0.57
12/6/2017,28972,28950,29039,28922,6380,0.27
12/7/2017,28670,28932,28932,28653,7380,-1.04
12/8/2017,28588,28650,28650,28500,8420,-0.29
12/11/2017,28429,28550,28573,28412,5920,-0.56
12/12/2017,28318,28432,28475,28271,7580,-0.39
12/13/2017,28377,28350,28445,28320,4660,0.21
12/14/2017,28500,28434,28589,28421,6630,0.43
12/15/2017,28441,28474,28559,28395,5540,-0.21
12/18/2017,28663,28492,28683,28470,6170,0.78
12/19/2017,28555,28656,28680,28535,5950,-0.38
12/20/2017,28617,28618,28658,28557,6070,0.22
12/21/2017,28596,28645,28665,28542,5630,-0.07
12/22/2017,28757,28560,28790,28560,6080,0.56
12/26/2017,28924,28796,28933,28778,4330,0.58
12/27/2017,29092,28890,29110,28888,5160,0.58
12/28/2017,29171,29150,29220,29099,5060,0.27
12/29/2017,29372,29202,29400,29134,6930,0.69
1/1/2018,29324,29332,29385,29275,1580,-0.16
1/2/2018,29392,29332,29463,29332,1700,0.23
1/3/2018,29481,29385,29492,29385,190,0.3
1/4/2018,29472,29365,29475,29276,200,-0.03
1/5/2018,29465,29500,29550,29440,190,-0.02
1/8/2018,29270,29235,29290,29176,5900,-0.66
1/9/2018,29173,29265,29278,29153,5420,-0.33
1/10/2018,29343,29155,29444,29123,10830,0.58
1/11/2018,29404,29338,29420,29315,5810,0.21
1/12/2018,29553,29425,29590,29425,9230,0.51
1/15/2018,29763,29590,29785,29590,6000,0.71
1/16/2018,29830,29780,29860,29754,8690,0.23
1/17/2018,29761,29876,29884,29705,6830,-0.23
1/18/2018,29644,29702,29702,29501,9530,-0.39
1/19/2018,29743,29615,29775,29600,5950,0.33
